Depth,RxoRt,RLL3,SP,RILD,MN,MI,MCAL,DCAL,RHOB,RHOC,DPOR,CNLS,GR
4304.5,-58.5955,307.4229,-95.2139,47.0388,121.6737,114.5626,7.9566,8.0251,2.6601,0.0311,2.9189,3.742,35.6252
4305,-51.8984,169.549,-94.7571,44.0476,86.6914,85.2086,8.0128,8.026,2.6482,0.0309,3.616,4.1971,35.8839
4305.5,-39.6828,53.8589,-94.4504,40.3533,68.1475,71.1104,8.0108,8.0263,2.6128,0.029,5.6814,5.3687,45.1812
4306,-25.2833,38.4679,-94.4162,35.97,65.6309,66.882,8.0173,8.025,2.5559,0.0302,9.0123,7.4477,54.7187
4306.5,-13.8887,38.9831,-94.787,31.8083,45.0855,43.8635,8.0073,8.0282,2.4963,0.0427,12.4982,9.3732,62.4531
4307,-10.4676,27.2064,-95.6797,28.9969,22.3103,20.1532,8.0302,8.054,2.4588,0.0649,14.6872,10.4271,70.64
4307.5,-16.8509,19.2769,-97.1663,27.7373,15.5511,16.2778,8.084,8.1114,2.4508,0.0818,15.1558,11.7041,75.1043
4308,-28.3918,41.2086,-99.2426,27.4623,27.1796,30.4034,8.0335,8.0591,2.4618,0.0821,14.5156,12.8413,68.88
4308.5,-38.0858,98.7151,-101.8111,27.5735,37.3962,35.8539,7.9168,7.8552,2.4773,0.0709,13.61,11.9572,53.1636
4309,-42.5834,109.7715,-104.6931,27.722,29.4751,22.6158,7.8131,7.7637,2.4893,0.0624,12.9049,10.6832,36.9353
4309.5,-41.8328,83.9096,-107.6694,27.8823,19.1376,12.0634,7.7435,7.7552,2.4979,0.0621,12.4013,10.2901,26.3425
4310,-36.9693,69.9416,-110.5299,28.5502,15.6004,9.4482,7.7269,7.7557,2.5049,0.0646,11.995,10.5112,21.5963
4310.5,-29.7896,61.9608,-113.1087,30.1555,15.2441,9.3069,7.7193,7.7558,2.5116,0.0648,11.6012,10.8312,20.4523
4311,-22.9218,53.362,-115.2946,32.2324,15.5805,9.5594,7.7285,7.7557,2.5216,0.0642,11.0184,10.756,21.2238
4311.5,-18.8047,48.7439,-117.0276,33.835,15.8271,9.7459,7.7165,7.7556,2.5375,0.0663,10.088,10.1832,23.1122
4312,-18.3511,50.3866,-118.2898,34.5711,15.6589,9.7501,7.7234,7.7555,2.5563,0.0702,8.986,9.4666,25.171
4312.5,-20.9208,56.3997,-119.0971,34.6003,15.2091,9.7283,7.7205,7.7558,2.5716,0.0728,8.0954,8.8931,26.9642
4313,-25.1283,65.4949,-119.4929,34.4255,14.8183,9.8041,7.7312,7.7568,2.5808,0.0729,7.5568,8.2875,30.2487
4313.5,-29.7895,70.7803,-119.5421,34.8524,14.633,10.2647,7.7445,7.7574,2.5883,0.0728,7.1161,7.4269,35.171
4314,-34.3824,73.6419,-119.3266,36.4049,16.0221,12.7603,7.7687,7.7567,2.6004,0.0741,6.4079,6.4266,39.0308
4314.5,-38.1513,100.6979,-118.9366,39.1243,23.413,23.5283,7.7604,7.7559,2.6197,0.0758,5.2829,5.4473,41.3408
4315,-39.7393,141.9599,-118.4575,43.1232,44.4783,52.5439,7.7855,7.7565,2.6432,0.0748,3.9079,4.5839,46.3322
4315.5,-38.646,137.4359,-117.9548,48.8441,80.2105,95.149,7.8966,7.7599,2.6641,0.0688,2.6858,3.9702,55.549
4316,-36.2099,118.8799,-117.4659,56.5667,114.1562,129.4669,7.9348,7.7618,2.6751,0.0577,2.0413,3.6782,63.9163
4316.5,-34.1157,152.7141,-117.0055,66.1785,126.5384,136.1494,7.9266,7.7609,2.6732,0.0434,2.1522,3.6484,67.09
4317,-32.6756,182.1606,-116.5787,77.3625,117.9121,115.3289,7.9358,7.7608,2.6617,0.0294,2.8252,3.7487,68.991
4317.5,-31.3708,197.4698,-116.1929,89.5014,99.5481,82.7243,7.9234,7.7626,2.6485,0.0193,3.5946,3.8206,71.0157
4318,-29.6169,232.3855,-115.8621,102.2447,77.9534,56.1093,7.9287,7.7633,2.6418,0.0152,3.9903,3.7532,66.6828
4318.5,-27.0877,240.5978,-115.6042,115.7327,65.9165,51.4548,7.9273,7.7622,2.6445,0.0161,3.83,3.5868,58.8602
4319,-24.1999,241.7137,-115.439,129.271,75.6478,76.2443,7.9578,7.7611,2.6535,0.018,3.3068,3.3794,56.7919
4319.5,-21.561,237.972,-115.3844,141.7256,95.2892,110.4596,7.9628,7.7621,2.6623,0.018,2.7885,3.1471,61.4475
4320,-19.0086,257.6439,-115.449,153.1404,123.1242,141.7571,7.9715,7.7636,2.6671,0.0164,2.5069,2.9342,67.0072
4320.5,-15.9311,277.4168,-115.6213,164.072,138.8831,159.8807,7.9645,7.7623,2.6687,0.0154,2.4137,2.7559,66.9128
4321,-12.3047,224.3624,-115.8628,174.2262,130.9331,158.3155,7.9623,7.7624,2.6703,0.0162,2.3227,2.6112,60.7498
4321.5,-8.7221,219.5026,-116.1117,183.1158,128.9615,154.4654,7.9668,7.7626,2.6738,0.018,2.1157,2.5417,53.2274
4322,-5.5704,234.1014,-116.3007,191.3527,135.3712,154.149,7.9752,7.7617,2.6794,0.0192,1.7908,2.5465,46.8935
4322.5,-3.1389,200.9165,-116.3797,199.5604,145.9189,160.2106,7.9653,7.7625,2.6857,0.0193,1.4234,2.5739,43.6391
4323,-2.0521,192.1625,-116.3333,207.1319,159.4165,168.1071,7.9637,7.7627,2.6905,0.0182,1.1376,2.5927,42.1111
4323.5,-2.5541,240.0902,-116.1848,213.8668,153.0988,157.9878,7.9666,7.761,2.6918,0.0166,1.063,2.5929,38.1215
4324,-4.2138,229.2771,-115.9848,220.6036,141.5789,146.4482,7.9748,7.7606,2.6889,0.0155,1.2319,2.6077,32.2937
4324.5,-6.3813,242.7375,-115.7919,227.1836,174.628,165.5283,7.9649,7.7614,2.6839,0.0154,1.5263,2.6597,29.6758
4325,-7.853,334.7549,-115.6527,233.0241,208.7808,183.7618,7.9635,7.7612,2.6794,0.0161,1.789,2.6978,29.8517
4325.5,-7.3731,335.6526,-115.5916,237.7297,194.6632,171.9931,7.9609,7.7603,2.6766,0.0167,1.9516,2.7293,31.5125
4326,-5.092,267.6087,-115.6113,239.4267,159.9511,146.5246,7.9409,7.7605,2.6753,0.0169,2.0289,2.8752,34.2035
4326.5,-2.4323,223.4165,-115.7014,235.9196,145.1347,135.0235,7.9272,7.7615,2.6746,0.0165,2.0692,3.1394,34.8972
4327,-0.3574,240.6811,-115.8451,227.0608,143.7531,137.4389,7.925,7.7618,2.6733,0.0161,2.1453,3.3741,33.0819
4327.5,1.6955,228.1931,-116.0204,215.3031,135.4768,138.3655,7.9384,7.7619,2.67,0.0153,2.3421,3.503,32.8948
4328,4.5828,174.0691,-116.2019,204.4607,125.6264,131.2955,7.9394,7.7616,2.6636,0.0131,2.7147,3.5633,36.0158
4328.5,7.4169,132.4834,-116.3674,196.9987,117.5345,119.9303,7.9241,7.7613,2.6551,0.0096,3.2118,3.5695,40.3198
4329,7.8061,129.3089,-116.5069,193.0886,112.4146,110.4919,7.922,7.7556,2.6482,0.0073,3.6137,3.4929,45.0234
4329.5,4.6786,151.9172,-116.6264,191.2342,104.6239,96.9481,7.93,7.7353,2.6481,0.0086,3.6195,3.3201,50.3618
4330,-0.3777,190.9011,-116.7399,190.1179,96.132,88.065,7.9327,7.7206,2.6569,0.0137,3.1059,3.085,54.7629
4330.5,-5.1341,244.7951,-116.8577,190.9189,96.2719,95.7312,7.928,7.7176,2.6706,0.0197,2.3024,2.8673,57.4563
4331,-8.7167,219.4903,-116.979,195.7175,100.8986,112.1762,7.9221,7.7181,2.6819,0.0232,1.6448,2.7445,58.3663
4331.5,-11.1664,243.6445,-117.0961,204.8054,129.0114,145.1943,7.9301,7.7195,2.6855,0.0231,1.4314,2.7249,53.6904
4332,-11.928,366.0736,-117.2083,217.7266,156.9229,167.4131,7.9319,7.7196,2.6823,0.0201,1.6208,2.753,46.0687
4332.5,-10.6902,338.8934,-117.3329,233.4648,145.6781,156.094,7.9268,7.7189,2.6773,0.0166,1.9107,2.7995,43.9032
4333,-8.9413,245.2986,-117.5062,248.341,120.0944,131.4322,7.9217,7.7191,2.6761,0.0148,1.9806,2.861,46.2892
4333.5,-8.2315,309.0685,-117.7729,258.8528,109.2772,109.9188,7.9292,7.7181,2.6806,0.0159,1.7197,2.9024,45.1869
4334,-8.1102,392.9279,-118.1698,263.1764,100.9557,93.1779,7.9379,7.7182,2.6878,0.0191,1.2953,2.9184,42.1334
4334.5,-7.637,339.8685,-118.7117,257.8288,87.2525,79.9799,7.939,7.7191,2.6917,0.0231,1.073,3.0146,43.6467
4335,-6.6765,278.0541,-119.3834,242.3543,74.0622,69.9734,7.9275,7.7203,2.6853,0.0265,1.4416,3.2675,47.2911
4335.5,-5.4796,246.5138,-120.14,221.7787,60.9296,58.4075,7.9355,7.7191,2.6676,0.0294,2.4773,3.6478,46.2781
4336,-4.2838,226.6585,-120.9158,200.6499,43.0163,37.7418,7.9352,7.7188,2.6457,0.0333,3.7621,4.1096,39.1933
4336.5,-3.2193,191.7176,-121.6378,181.0203,23.7877,17.2184,7.8809,7.7189,2.6283,0.0387,4.7794,4.5815,31.6017
4337,-2.8493,157.9452,-122.2412,163.4031,13.8338,8.5624,7.8236,7.7186,2.618,0.0435,5.3786,4.9322,27.7533
4337.5,-4.2276,144.9108,-122.6823,147.6704,11.9666,7.3494,7.808,7.7189,2.6117,0.0457,5.7462,5.0936,26.2129
4338,-7.5611,153.0439,-122.9459,134.0643,12.306,7.7592,7.8042,7.7196,2.6055,0.045,6.1085,5.0786,26.3957
4338.5,-11.5145,176.9977,-123.0459,122.8903,13.113,8.7296,7.8012,7.7187,2.5984,0.044,6.5267,4.9612,28.5258
4339,-14.313,177.4799,-123.0156,114.2093,15.7816,12.9571,7.8169,7.7183,2.5933,0.0486,6.8227,4.8507,32.2284
4339.5,-15.022,168.1155,-122.8914,107.9132,24.7742,26.899,7.8537,7.7188,2.5955,0.0636,6.6934,4.7675,39.0933
4340,-14.0345,143.4103,-122.693,103.1114,38.1908,44.1305,7.9128,7.7213,2.6059,0.086,6.0867,4.7123,47.4005
4340.5,-12.5463,131.0873,-122.4123,98.1625,38.5514,39.0748,7.9093,7.7407,2.6171,0.1047,5.4336,4.8386,49.0026
4341,-11.2119,128.0874,-122.0152,92.2527,24.6967,19.6172,7.8254,7.7841,2.6191,0.1098,5.314,5.3282,41.4375
4341.5,-9.886,111.5888,-121.4568,85.608,15.5317,10.233,7.7724,7.8093,2.6091,0.1012,5.901,6.1491,33.5605
4342,-8.6326,95.2716,-120.6974,78.49,13.1513,8.3303,7.7665,7.8235,2.5934,0.0866,6.8189,7.0372,33.1186
4342.5,-7.9616,79.5873,-119.7133,71.6803,12.4342,7.7354,7.7579,7.8433,2.5811,0.0737,7.5352,7.5555,37.0002
4343,-8.4903,73.3889,-118.4987,66.2752,12.1616,7.4619,7.7604,7.8636,2.5772,0.0658,7.7655,7.3645,37.5266
4343.5,-10.695,77.6967,-117.0604,62.6479,12.166,7.434,7.7901,7.8809,2.5817,0.0625,7.5021,6.6408,33.8171
4344,-14.624,82.0323,-115.4116,60.7732,13.0903,8.6325,7.8068,7.8859,2.5926,0.0619,6.864,5.784,29.529
4344.5,-20.1498,86.1681,-113.5687,60.3762,18.8997,15.8826,7.8056,7.8812,2.6071,0.0612,6.0176,5.0253,27.5781
4345,-27.1087,111.3405,-111.5519,60.3301,38.1687,38.6419,7.8532,7.8647,2.621,0.0579,5.2054,4.5132,29.1764
4345.5,-34.9689,147.2543,-109.3889,58.845,77.8614,82.4953,7.9269,7.854,2.6279,0.0522,4.8011,4.4187,33.7429
4346,-42.641,174.7208,-107.1197,54.6712,132.6718,135.5264,7.9337,7.8529,2.6195,0.0456,5.2932,5.0481,39.3638
4346.5,-48.1272,213.997,-104.8027,48.3954,174.5539,165.047,7.9264,7.8538,2.5872,0.0397,7.1807,6.9579,45.1254
4347,-48.4366,198.8369,-102.5197,42.2195,157.5231,140.2146,7.926,7.8539,2.526,0.0353,10.7587,10.8999,61.6357
4347.5,-41.1498,94.7385,-100.3762,37.8159,87.4189,78.193,7.9401,7.8534,2.4419,0.0328,15.6757,18.6909,108.5049
4348,-27.1116,29.6674,-98.489,35.2966,34.78,37.0626,7.9626,7.852,2.3562,0.0333,20.6881,24.109,187.9528
4348.5,-14.2683,20.7186,-96.9622,34.001,22.0102,31.0468,7.9523,7.8512,2.297,0.0378,24.1529,25.337,271.4344
4349,-18.1283,26.534,-95.8613,33.4061,25.949,38.0665,7.9303,7.8512,2.2852,0.0443,24.8441,20.6737,328.9757
4349.5,-39.724,35.4526,-95.1993,33.4,39.1601,50.1249,7.9391,7.8506,2.3267,0.0486,22.4141,12.8809,348.103
4350,-64.3353,74.8549,-94.9441,34.257,68.9936,65.7423,7.9381,7.8504,2.4117,0.0482,17.4472,7.4193,306.4008
4350.5,-83.1476,233.0341,-95.0374,36.508,100.4869,80.2562,7.9312,7.8509,2.5146,0.0456,11.4251,4.6646,203.9709
4351,-93.2591,529.9909,-95.4167,40.6031,117.4307,103.547,7.9526,7.8511,2.6011,0.044,6.3659,3.4709,106.2524
4351.5,-94.355,751.6434,-96.0308,46.5752,137.625,132.3832,7.9619,7.8511,2.6486,0.0439,3.5882,3.0793,58.3066
4352,-87.4322,654.4194,-96.8509,53.6003,167.7326,154.8022,7.9545,7.8505,2.6605,0.0451,2.8938,3.1534,46.2078
4352.5,-74.0842,427.9319,-97.8735,59.8388,176.4112,155.5947,7.9627,7.8507,2.6535,0.0482,3.3054,3.4771,49.756
4353,-55.9695,173.602,-99.1121,63.8774,137.1051,122.643,7.9481,7.8561,2.6428,0.0533,3.9307,3.8209,60.8214
4353.5,-36.993,47.6825,-100.5787,65.7445,82.2526,81.4513,7.9323,7.8925,2.6367,0.0569,4.2877,4.1103,73.1335
4354,-27.2702,53.4575,-102.269,65.1464,73.2098,79.1782,7.9301,7.893,2.6352,0.0546,4.3745,4.3262,78.9788
4354.5,-32.0023,127.5168,-104.161,61.5107,103.6002,104.7034,7.9223,7.8004,2.6333,0.0469,4.4852,4.3749,73.5917
4355,-41.4401,210.147,-106.2293,55.7206,124.6302,116.1311,7.9203,7.765,2.6277,0.0399,4.8151,4.5054,59.3762
4355.5,-46.7503,238.4753,-108.4607,49.5663,117.228,100.5822,7.8787,7.7627,2.6218,0.0396,5.1581,5.0508,46.5742
4356,-44.3435,162.7175,-110.8579,44.8763,79.7542,66.1536,7.841,7.7619,2.6233,0.0458,5.0706,6.0603,44.4276
4356.5,-34.1097,64.8756,-113.4224,42.6821,39.8068,33.5241,7.8703,7.7616,2.6356,0.0535,4.35,7.1732,51.7496
4357,-21.4269,30.4892,-116.1274,42.5582,22.9902,18.7754,7.8964,7.7618,2.6541,0.0577,3.271,7.7109,56.3617
4357.5,-16.3372,39.8068,-118.9006,43.1396,25.4001,21.3469,7.9025,7.7624,2.6689,0.0569,2.4042,7.2732,50.9483
4358,-21.0771,67.9955,-121.6325,43.3238,38.2133,32.7651,7.9236,7.7624,2.6726,0.0539,2.1893,6.3706,41.699
4358.5,-28.205,105.5509,-124.2056,42.8522,47.4187,37.4401,7.9015,7.762,2.6656,0.0526,2.5984,5.7417,34.6657
4359,-32.3746,119.3296,-126.528,42.219,39.3357,27.5562,7.8797,7.7626,2.6546,0.0555,3.24,5.4656,32.5098
4359.5,-32.2468,103.0237,-128.5528,42.3208,23.2459,14.9995,7.8662,7.763,2.6456,0.0616,3.7657,5.2926,34.0442
4360,-29.3495,82.5457,-130.2804,43.5731,16.6617,11.934,7.8326,7.7629,2.6404,0.0682,4.0679,5.177,34.8349
4360.5,-27.0313,75.8654,-131.7475,45.2639,25.4569,22.9676,7.836,7.7624,2.6378,0.0735,4.2249,5.1841,36.3193
4361,-27.7329,88.2537,-133.0106,45.8137,42.7222,40.3554,7.8784,7.7625,2.6345,0.0781,4.4162,5.219,41.5487
4361.5,-30.9668,107.1069,-134.1273,43.9865,44.6046,39.277,7.8899,7.7622,2.6284,0.0839,4.7719,5.258,47.4265
4362,-34.4287,115.2302,-135.1415,40.0258,28.1616,21.5513,7.832,7.7621,2.6205,0.0917,5.2315,5.5067,46.8646
4362.5,-36.2519,98.5926,-136.0748,35.0209,15.0781,9.8352,7.7566,7.7644,2.6121,0.0988,5.7281,6.2418,39.4036
4363,-36.0787,69.6995,-136.9278,29.7869,11.0648,6.8101,7.725,7.7785,2.5997,0.101,6.4501,7.4679,32.9069
4363.5,-34.4494,56.5303,-137.6887,24.8384,10.2876,6.4498,7.7246,7.7995,2.5777,0.0955,7.7375,8.8278,30.2225
4364,-31.7365,46.5049,-138.3451,20.5435,10.036,6.4904,7.7218,7.8073,2.5438,0.0832,9.7206,10.083,28.8807
4364.5,-28.1604,29.7358,-138.8903,17.0453,9.8734,6.6335,7.7171,7.8084,2.5041,0.0681,12.0395,11.3337,27.959
4365,-24.8103,20.2564,-139.3258,14.3259,9.8326,6.856,7.7161,7.8076,2.471,0.056,13.9739,13.1438,27.6862
4365.5,-23.7492,18.6844,-139.6589,12.3072,9.7227,6.8601,7.7243,7.8053,2.4538,0.0505,14.98,15.5677,27.2291
4366,-25.9581,19.4469,-139.9003,10.8467,9.5176,6.6726,7.7216,7.8039,2.4521,0.0509,15.0838,17.5685,26.5591
4366.5,-29.8447,21.4289,-140.0625,9.8095,9.5638,6.5939,7.7173,7.8042,2.4576,0.0542,14.7598,19.0834,26.9889
4367,-33.1029,22.9969,-140.1586,9.0931,9.743,6.5351,7.7288,7.8051,2.4625,0.0576,14.4764,20.0231,28.0843
4367.5,-34.6991,21.9607,-140.2019,8.6192,9.5743,6.3223,7.7609,7.806,2.4653,0.0614,14.3118,19.919,27.8838
4368,-35.1431,19.167,-140.2066,8.3357,9.1092,6.0236,7.7628,7.8077,2.4702,0.0661,14.022,19.1148,25.1399
4368.5,-35.6956,18.2254,-140.1904,8.1936,8.7739,5.8085,7.7903,7.8068,2.4792,0.0696,13.4992,18.6084,21.519
4369,-36.9511,20.7826,-140.1726,8.1296,8.9247,5.8876,7.7852,7.8052,2.488,0.0677,12.984,18.7403,19.4251
4369.5,-38.272,23.5649,-140.1689,8.0927,9.4127,6.216,7.7682,7.8048,2.4923,0.0601,12.7295,18.6413,18.9348
4370,-38.8805,22.4532,-140.1849,8.0698,9.7679,6.5036,7.7494,7.8045,2.4948,0.0515,12.5848,17.9098,19.5659
4370.5,-38.839,21.0189,-140.216,8.079,9.9846,6.7656,7.7509,7.805,2.5032,0.048,12.0909,17.191,20.7781
4371,-38.8757,21.132,-140.2561,8.1395,10.2421,6.9842,7.7589,7.806,2.5221,0.0507,10.9863,16.6764,22.0861
4371.5,-39.7289,21.7195,-140.3069,8.2355,10.4474,7.0618,7.7698,7.8079,2.5477,0.0569,9.4909,16.1512,23.945
4372,-41.7026,23.2044,-140.3781,8.2993,10.4818,7.0473,7.7701,7.8075,2.5714,0.0629,8.107,16.1945,25.722
4372.5,-44.4331,25.8827,-140.4745,8.2388,10.4388,6.9695,7.7627,7.8055,2.5861,0.067,7.2476,17.5221,26.0752
4373,-46.8499,29.3202,-140.5823,7.9966,10.4134,6.9244,7.7596,7.8062,2.5887,0.0691,7.0918,19.6296,25.1494
4373.5,-47.5862,30.6621,-140.6642,7.5902,10.2659,6.9091,7.769,7.8073,2.5781,0.0691,7.7119,21.7419,24.15
4374,-45.6659,24.3459,-140.6687,7.1097,9.7901,6.7747,7.7605,7.8077,2.5539,0.0663,9.1303,23.3696,24.2495
4374.5,-41.2483,17.31,-140.5414,6.6613,9.1813,6.512,7.7607,7.807,2.5196,0.0613,11.1358,24.903,25.7354
4375,-36.1431,13.2183,-140.2294,6.2994,8.5571,6.1126,7.7598,7.8078,2.4851,0.0572,13.1512,26.3596,27.0547
4375.5,-33.0244,11.3851,-139.6794,6.0357,8.3794,5.9752,7.7699,7.8071,2.4625,0.0567,14.4708,26.1024,27.1402
4376,-33.4457,12.8988,-138.8387,5.8891,8.9312,6.208,7.7344,7.8071,2.46,0.0594,14.6212,23.283,28.9573
4376.5,-37.6335,14.0233,-137.6664,5.8974,9.4889,6.5207,7.7285,7.8079,2.4801,0.0631,13.4431,19.8899,33.2707
4377,-46.0287,14.0004,-136.1533,6.0868,11.1427,8.7917,7.7219,7.8138,2.521,0.0655,11.0528,15.7928,37.6369
4377.5,-58.3325,18.6248,-134.3363,6.4743,18.5144,18.7115,7.7638,7.872,2.5736,0.0645,7.9758,9.8866,46.1243
4378,-72.0225,34.2587,-132.3008,7.1304,33.5542,37.5642,7.8421,7.9794,2.6213,0.0579,5.186,6.3976,64.0009
4378.5,-83.9516,54.852,-130.1663,8.2027,50.3537,54.9767,7.9725,8.0246,2.6494,0.0464,3.544,4.5405,82.6519
4379,-91.8043,87.9517,-128.0615,9.8762,65.6233,65.8584,8.0063,8.0278,2.6579,0.0346,3.0492,3.8279,88.0714
4379.5,-94.1599,153.6738,-126.0992,12.3764,80.7016,75.934,8.0185,8.0266,2.6582,0.0267,3.0291,3.5544,77.8298
4380,-90.7125,207.5588,-124.3596,15.9619,84.551,79.3861,8.0084,8.0253,2.6596,0.0235,2.9457,3.4298,62.7035
4380.5,-82.874,187.852,-122.8817,20.7535,77.7021,76.1807,8.0121,8.0247,2.6645,0.0233,2.662,3.4037,54.0739
4381,-73.6922,162.3661,-121.6612,26.5809,74.4833,75.2283,8.0037,8.0258,2.6714,0.0252,2.2601,3.4008,53.9426
4381.5,-66.7732,152.7871,-120.6532,32.9736,79.413,80.2573,8.009,8.0246,2.6775,0.0278,1.9029,3.3088,57.873
4382,-63.9734,168.8791,-119.7812,39.1536,90.5198,91.5183,7.9724,8.0227,2.6803,0.0295,1.7385,3.1761,58.148
4382.5,-63.7065,239.1101,-118.958,44.3022,100.5516,101.9628,7.9726,8.0223,2.6792,0.0293,1.8028,3.1013,53.9074
4383,-62.5723,315.3486,-118.1129,48.3021,102.128,102.8174,7.9621,8.0234,2.6755,0.028,2.0168,3.1254,49.8827
4383.5,-58.3377,267.4353,-117.2106,51.7569,92.2491,92.4288,7.9695,8.0257,2.6713,0.0269,2.2648,3.2594,49.0014
4384,-51.4706,171.9275,-116.253,55.336,81.6698,84.589,7.9632,8.027,2.6679,0.0266,2.4619,3.4517,52.2445
4384.5,-44.5526,144.5689,-115.2613,59.5399,87.2237,93.6632,7.9741,8.0265,2.6659,0.0273,2.5818,3.6244,54.9132
4385,-39.404,173.7887,-114.2569,64.5705,99.8465,103.6467,7.9622,8.0249,2.6653,0.0297,2.6164,3.7533,53.0361
4385.5,-34.9465,203.1147,-113.2534,70.1985,92.0563,93.979,7.9681,8.0246,2.6665,0.0329,2.5462,3.8305,49.7923
4386,-29.4053,178.2131,-112.2626,75.9191,73.7124,81.2325,7.964,8.0272,2.6682,0.035,2.4421,3.8739,48.7924
4386.5,-23.0101,128.0685,-111.3032,81.0237,70.2207,81.8487,7.9781,8.0283,2.6669,0.0333,2.5192,3.9465,49.2308
4387,-17.9318,112.5505,-110.3958,84.2422,79.6047,90.2243,7.968,8.0267,2.6595,0.0276,2.954,4.0716,46.6014
4387.5,-15.6524,127.9543,-109.5452,84.3569,82.7319,87.3137,7.9745,8.0245,2.6461,0.0206,3.7346,4.232,40.3973
4388,-15.1321,133.7567,-108.7219,81.4566,67.3056,62.4659,7.9826,8.0227,2.6286,0.0164,4.7614,4.4294,36.0951
4388.5,-14.5118,119.9219,-107.862,76.7999,43.2187,35.4129,7.9943,8.0223,2.6085,0.0174,5.9374,4.6548,34.3058
4389,-13.326,90.759,-106.8907,71.8371,36.8163,31.1756,7.9465,8.0229,2.5889,0.0219,7.083,4.8511,32.0851
4389.5,-12.7599,80.2849,-105.7548,67.4443,44.9673,37.2178,7.9522,8.0236,2.5748,0.0265,7.9073,4.9407,31.3937
4390,-14.2051,85.5483,-104.4408,63.4144,53.1217,48.0533,7.9516,8.0253,2.5707,0.0281,8.1483,4.9506,31.7996
4390.5,-17.8711,93.6394,-102.9713,58.4514,69.8311,73.6489,7.9736,8.0264,2.5779,0.0264,7.7251,5.0001,31.1664
4391,-23.0255,103.706,-101.3924,51.2829,80.0353,90.4313,7.9902,8.0253,2.5925,0.0231,6.871,5.3191,30.7006
4391.5,-28.3932,97.0734,-99.7684,42.3922,69.7356,84.1779,8.0159,8.0264,2.6031,0.0204,6.249,6.3492,32.5545
4392,-31.9187,83.3039,-98.1913,33.8864,56.5177,71.4848,8.0081,8.0279,2.5963,0.0196,6.6513,8.5222,40.9108
4392.5,-31.2705,67.3533,-96.7944,27.4476,42.5059,54.2386,8.0281,8.0288,2.5717,0.0241,8.0864,12.0339,60.3302
4393,-25.7808,36.0158,-95.7512,23.3893,23.1887,30.9283,8.0529,8.0283,2.549,0.0374,9.4134,15.288,96.1374
4393.5,-19.8662,16.5551,-95.2457,21.2191,13.2296,17.1766,8.1016,8.0271,2.5485,0.0562,9.4421,15.5333,144.9615
4394,-22.7226,14.4565,-95.4126,20.1944,20.9779,16.5977,8.1382,8.0273,2.5721,0.0693,8.0642,14.0402,175.472
4394.5,-34.6804,34.8476,-96.271,19.5679,38.4716,23.5175,8.0423,8.027,2.6045,0.0683,6.1722,10.9996,155.553
4395,-46.9118,78.0196,-97.6887,18.9668,44.431,29.2385,7.9319,8.0255,2.6276,0.0558,4.8184,8.2332,103.5398
4395.5,-53.9985,98.0614,-99.4055,18.6421,36.4272,28.0654,7.9195,8.0248,2.6353,0.0427,4.3672,6.519,61.7576
4396,-55.1603,83.7621,-101.107,19.0926,24.792,19.4267,7.8447,8.0236,2.6349,0.0372,4.3947,5.7801,42.6493
4396.5,-53.0352,62.5606,-102.5101,20.4808,18.7356,14.471,7.8132,8.024,2.6358,0.0387,4.3374,5.6746,37.0736
4397,-51.3748,68.1671,-103.4177,22.182,26.9989,24.3534,7.8039,8.0286,2.6414,0.0425,4.0102,5.9494,36.9637
4397.5,-51.6233,108.3898,-103.7341,22.6924,53.6959,48.778,7.8655,8.043,2.6464,0.0447,3.7183,6.6737,35.8849
4398,-52.3588,110.4295,-103.4593,20.9777,72.6791,59.8566,7.9332,8.0628,2.6411,0.0451,4.0289,7.9741,33.1012
4398.5,-50.528,64.063,-102.6885,18.0212,57.5898,47.8245,7.952,8.0703,2.6219,0.0487,5.1515,9.9121,34.2372
4399,-43.7792,36.1591,-101.6185,15.3279,33.9657,34.4582,7.9637,8.0812,2.5988,0.0618,6.5027,12.677,42.366
4399.5,-32.477,23.0538,-100.5348,13.4606,18.5692,20.9388,8.0631,8.1164,2.586,0.082,7.2528,15.865,57.8792
4400,-20.5239,12.5768,-99.7557,12.3812,10.1244,11.4412,8.1723,8.17,2.5871,0.0963,7.1867,18.0605,78.1996
4400.5,-16.9085,9.8887,-99.5431,11.9133,9.9526,12.6308,8.0898,8.0912,2.5963,0.0931,6.648,18.3906,93.5497
4401,-29.3108,11.6312,-100.0236,11.8938,17.4876,23.6343,7.9863,7.9167,2.6085,0.0742,5.9345,15.1768,94.0035
4401.5,-50.6178,17.756,-101.1663,12.1943,39.8894,51.837,7.9813,7.8551,2.6233,0.052,5.07,9.9409,81.195
4402,-69.9223,51.2362,-102.8232,12.8174,77.5152,88.2978,7.9686,7.8495,2.6398,0.0369,4.1041,6.8517,61.4782
4402.5,-81.8996,133.3052,-104.7986,14.0303,104.1709,101.0484,7.9778,7.8496,2.6529,0.0305,3.3366,5.0558,41.1551
4403,-84.9035,188.7516,-106.9047,16.3144,111.0659,98.2931,7.9675,7.8498,2.6578,0.0297,3.0545,4.2959,28.5344
4403.5,-79.3387,177.0976,-108.986,20.366,111.8493,93.6613,7.9781,7.8496,2.6545,0.032,3.2472,4.1308,25.2698
